ticker,name,type,sector,asset_class,market_value,notional_value,quantity,price,location,exchange,currency,fx_rate,market_currency,accrual_date,market_weight,notional_weight,etf,index
FLEX,FLEX LTD,EQUITY,Information Technology,Equity,,,"12,431,891.00",133.01,United States,NASDAQ,USD,1.0,USD,-,1.41,1.41,IJH,S&P Mid-Cap 400
TWLO,TWILIO INC CLASS A,EQUITY,Information Technology,Equity,,,"5,126,319.00",197.07,United States,NYSE,USD,1.0,USD,-,0.86,0.86,IJH,S&P Mid-Cap 400
FTI,TECHNIPFMC PLC,EQUITY,Energy,Equity,,,"13,677,694.00",71.03,United States,NYSE,USD,1.0,USD,-,0.83,0.83,IJH,S&P Mid-Cap 400
NVT,NVENT ELECTRIC PLC,EQUITY,Industrials,Equity,,,"5,455,873.00",166.73,United States,NYSE,USD,1.0,USD,-,0.78,0.78,IJH,S&P Mid-Cap 400
CW,CURTISS WRIGHT CORP,EQUITY,Industrials,Equity,,,"1,246,606.00",724.43,United States,NYSE,USD,1.0,USD,-,0.77,0.77,IJH,S&P Mid-Cap 400
MTZ,MASTEC INC,EQUITY,Industrials,Equity,,,"2,073,969.00",412.27,United States,NYSE,USD,1.0,USD,-,0.73,0.73,IJH,S&P Mid-Cap 400
STRL,STERLING INFRASTRUCTURE INC,EQUITY,Industrials,Equity,,,"1,038,713.00",811.41,United States,NASDAQ,USD,1.0,USD,-,0.72,0.72,IJH,S&P Mid-Cap 400
UTHR,UNITED THERAPEUTICS CORP,EQUITY,Health Care,Equity,,,"1,455,888.00",569.18,United States,NASDAQ,USD,1.0,USD,-,0.71,0.71,IJH,S&P Mid-Cap 400
XPO,XPO INC,EQUITY,Industrials,Equity,,,"3,961,025.00",206.88,United States,NYSE,USD,1.0,USD,-,0.70,0.70,IJH,S&P Mid-Cap 400
P,EVERPURE INC CLASS A,EQUITY,Information Technology,Equity,,,"10,605,558.00",76.05,United States,NYSE,USD,1.0,USD,-,0.69,0.69,IJH,S&P Mid-Cap 400
ENTG,ENTEGRIS INC,EQUITY,Information Technology,Equity,,,"5,139,422.00",147.66,United States,NASDAQ,USD,1.0,USD,-,0.65,0.65,IJH,S&P Mid-Cap 400
FN,FABRINET,EQUITY,Information Technology,Equity,,,"1,211,393.00",626.12,United States,NYSE,USD,1.0,USD,-,0.65,0.65,IJH,S&P Mid-Cap 400
MTSI,MACOM TECHNOLOGY SOLUTIONS INC,EQUITY,Information Technology,Equity,,,"2,181,237.00",344.47,United States,NASDAQ,USD,1.0,USD,-,0.64,0.64,IJH,S&P Mid-Cap 400
CRS,CARPENTER TECHNOLOGY CORP,EQUITY,Industrials,Equity,,,"1,684,206.00",445.14,United States,NYSE,USD,1.0,USD,-,0.64,0.64,IJH,S&P Mid-Cap 400
WWD,WOODWARD INC,EQUITY,Industrials,Equity,,,"2,015,717.00",370.77,United States,NASDAQ,USD,1.0,USD,-,0.64,0.64,IJH,S&P Mid-Cap 400
ATI,ATI INC,EQUITY,Industrials,Equity,,,"4,593,790.00",162.66,United States,NYSE,USD,1.0,USD,-,0.64,0.64,IJH,S&P Mid-Cap 400
ILMN,ILLUMINA INC,EQUITY,Health Care,Equity,,,"5,169,877.00",138.71,United States,NASDAQ,USD,1.0,USD,-,0.61,0.61,IJH,S&P Mid-Cap 400
MKSI,MKS,EQUITY,Information Technology,Equity,,,"2,271,084.00",300.79,United States,NASDAQ,USD,1.0,USD,-,0.58,0.58,IJH,S&P Mid-Cap 400
RBC,RBC BEARINGS INC,EQUITY,Industrials,Equity,,,"1,069,108.00",611.54,United States,NYSE,USD,1.0,USD,-,0.56,0.56,IJH,S&P Mid-Cap 400
RS,RELIANCE STEEL & ALUMINUM,EQUITY,Materials,Equity,,,"1,767,929.00",369.1,United States,NYSE,USD,1.0,USD,-,0.56,0.56,IJH,S&P Mid-Cap 400
RBA,RB GLOBAL INC,EQUITY,Industrials,Equity,,,"6,278,597.00",103.43,Canada,NYSE,USD,1.0,USD,-,0.55,0.55,IJH,S&P Mid-Cap 400
BWXT,BWX TECHNOLOGIES INC,EQUITY,Industrials,Equity,,,"3,091,348.00",209.89,United States,NYSE,USD,1.0,USD,-,0.55,0.55,IJH,S&P Mid-Cap 400
USFD,US FOODS HOLDING CORP,EQUITY,Consumer Staples,Equity,,,"7,456,954.00",86.88,United States,NYSE,USD,1.0,USD,-,0.55,0.55,IJH,S&P Mid-Cap 400
BURL,BURLINGTON STORES INC,EQUITY,Consumer Discretionary,Equity,,,"2,102,451.00",306.6,United States,NYSE,USD,1.0,USD,-,0.55,0.55,IJH,S&P Mid-Cap 400
RGLD,ROYAL GOLD INC,EQUITY,Materials,Equity,,,"2,739,515.00",232.68,United States,NASDAQ,USD,1.0,USD,-,0.54,0.54,IJH,S&P Mid-Cap 400
NXT,NEXTPOWER INC CLASS A,EQUITY,Industrials,Equity,,,"5,020,316.00",120.86,United States,NASDAQ,USD,1.0,USD,-,0.52,0.52,IJH,S&P Mid-Cap 400
ITT,ITT INC,EQUITY,Industrials,Equity,,,"2,907,777.00",207.79,United States,NYSE,USD,1.0,USD,-,0.52,0.52,IJH,S&P Mid-Cap 400
TLN,TALEN ENERGY CORP,EQUITY,Utilities,Equity,,,"1,544,822.00",390.55,United States,NASDAQ,USD,1.0,USD,-,0.52,0.51,IJH,S&P Mid-Cap 400
SITM,SITIME CORP,EQUITY,Information Technology,Equity,,,"746,946.00",797.31,United States,NASDAQ,USD,1.0,USD,-,0.51,0.51,IJH,S&P Mid-Cap 400
SNX,TD SYNNEX CORP,EQUITY,Information Technology,Equity,,,"2,535,339.00",232.45,United States,NYSE,USD,1.0,USD,-,0.50,0.50,IJH,S&P Mid-Cap 400
APG,API GROUP CORP,EQUITY,Industrials,Equity,,,"12,973,819.00",44.63,United States,NYSE,USD,1.0,USD,-,0.49,0.49,IJH,S&P Mid-Cap 400
WCC,WESCO INTERNATIONAL INC,EQUITY,Industrials,Equity,,,"1,644,819.00",350.88,United States,NYSE,USD,1.0,USD,-,0.49,0.49,IJH,S&P Mid-Cap 400
THC,TENET HEALTHCARE CORP,EQUITY,Health Care,Equity,,,"2,971,510.00",194.13,United States,NYSE,USD,1.0,USD,-,0.49,0.49,IJH,S&P Mid-Cap 400
EWBC,EAST WEST BANCORP INC,EQUITY,Financials,Equity,,,"4,652,109.00",121.93,United States,NASDAQ,USD,1.0,USD,-,0.48,0.48,IJH,S&P Mid-Cap 400
LSCC,LATTICE SEMICONDUCTOR CORP,EQUITY,Information Technology,Equity,,,"4,625,020.00",119.92,United States,NASDAQ,USD,1.0,USD,-,0.47,0.47,IJH,S&P Mid-Cap 400
AA,ALCOA CORP,EQUITY,Materials,Equity,,,"8,756,152.00",62.64,United States,NYSE,USD,1.0,USD,-,0.47,0.47,IJH,S&P Mid-Cap 400
WPC,W. P. CAREY REIT INC,EQUITY,Real Estate,Equity,,,"7,409,766.00",73.9,United States,NYSE,USD,1.0,USD,-,0.47,0.47,IJH,S&P Mid-Cap 400
OVV,OVINTIV INC,EQUITY,Energy,Equity,,,"9,388,507.00",58.31,United States,NYSE,USD,1.0,USD,-,0.47,0.47,IJH,S&P Mid-Cap 400
NLY,ANNALY CAPITAL MANAGEMENT REIT INC,EQUITY,Financials,Equity,,,"24,290,209.00",22.38,United States,NYSE,USD,1.0,USD,-,0.46,0.46,IJH,S&P Mid-Cap 400
TTMI,TTM TECHNOLOGIES INC,EQUITY,Information Technology,Equity,,,"3,493,803.00",153.77,United States,NASDAQ,USD,1.0,USD,-,0.46,0.46,IJH,S&P Mid-Cap 400
JLL,JONES LANG LASALLE INC,EQUITY,Real Estate,Equity,,,"1,595,738.00",328.06,United States,NYSE,USD,1.0,USD,-,0.45,0.45,IJH,S&P Mid-Cap 400
MLI,MUELLER INDUSTRIES INC,EQUITY,Industrials,Equity,,,"3,753,619.00",137.76,United States,NYSE,USD,1.0,USD,-,0.44,0.44,IJH,S&P Mid-Cap 400
NBIX,NEUROCRINE BIOSCIENCES INC,EQUITY,Health Care,Equity,,,"3,393,583.00",149.59,United States,NASDAQ,USD,1.0,USD,-,0.43,0.43,IJH,S&P Mid-Cap 400
WSO,WATSCO INC,EQUITY,Industrials,Equity,,,"1,181,806.00",429.24,United States,NYSE,USD,1.0,USD,-,0.43,0.43,IJH,S&P Mid-Cap 400
LECO,LINCOLN ELECTRIC HOLDINGS INC,EQUITY,Industrials,Equity,,,"1,860,549.00",271.12,United States,NASDAQ,USD,1.0,USD,-,0.43,0.43,IJH,S&P Mid-Cap 400
PR,PERMIAN RESOURCES CORP CLASS A,EQUITY,Energy,Equity,,,"25,032,955.00",20.08,United States,NYSE,USD,1.0,USD,-,0.43,0.43,IJH,S&P Mid-Cap 400
PNFP,PINNACLE FINANCIAL PARTNERS INC,EQUITY,Financials,Equity,,,"5,090,223.00",98.66,United States,NYSE,USD,1.0,USD,-,0.43,0.43,IJH,S&P Mid-Cap 400
SGI,SOMNIGROUP INTERNATIONAL INC,EQUITY,Consumer Discretionary,Equity,,,"7,097,457.00",70.67,United States,NYSE,USD,1.0,USD,-,0.43,0.43,IJH,S&P Mid-Cap 400
DKS,DICKS SPORTING INC,EQUITY,Consumer Discretionary,Equity,,,"2,245,060.00",222.2,United States,NYSE,USD,1.0,USD,-,0.43,0.43,IJH,S&P Mid-Cap 400
CSL,CARLISLE COMPANIES INC,EQUITY,Industrials,Equity,,,"1,379,176.00",360.46,United States,NYSE,USD,1.0,USD,-,0.42,0.42,IJH,S&P Mid-Cap 400
DTM,DT MIDSTREAM INC,EQUITY,Energy,Equity,,,"3,437,798.00",144.13,United States,NYSE,USD,1.0,USD,-,0.42,0.42,IJH,S&P Mid-Cap 400
PFGC,PERFORMANCE FOOD GROUP,EQUITY,Consumer Staples,Equity,,,"5,311,835.00",92.71,United States,NYSE,USD,1.0,USD,-,0.42,0.42,IJH,S&P Mid-Cap 400
CLH,CLEAN HARBORS INC,EQUITY,Industrials,Equity,,,"1,698,205.00",282.37,United States,NYSE,USD,1.0,USD,-,0.41,0.41,IJH,S&P Mid-Cap 400
TRU,TRANSUNION,EQUITY,Industrials,Equity,,,"6,505,425.00",72.95,United States,NYSE,USD,1.0,USD,-,0.41,0.40,IJH,S&P Mid-Cap 400
RGA,REINSURANCE GROUP OF AMERICA INC,EQUITY,Financials,Equity,,,"2,220,721.00",212.81,United States,NYSE,USD,1.0,USD,-,0.40,0.40,IJH,S&P Mid-Cap 400
JAZZ,JAZZ PHARMACEUTICALS PLC,EQUITY,Health Care,Equity,,,"2,054,558.00",226.96,United States,NASDAQ,USD,1.0,USD,-,0.40,0.40,IJH,S&P Mid-Cap 400
OKTA,OKTA INC CLASS A,EQUITY,Information Technology,Equity,,,"5,726,475.00",80.88,United States,NASDAQ,USD,1.0,USD,-,0.40,0.39,IJH,S&P Mid-Cap 400
RRX,REGAL REXNORD CORP,EQUITY,Industrials,Equity,,,"2,243,927.00",206.26,United States,NYSE,USD,1.0,USD,-,0.40,0.39,IJH,S&P Mid-Cap 400
OHI,OMEGA HEALTHCARE INVESTORS REIT IN,EQUITY,Real Estate,Equity,,,"9,993,886.00",46.13,United States,NYSE,USD,1.0,USD,-,0.39,0.39,IJH,S&P Mid-Cap 400
RMBS,RAMBUS INC,EQUITY,Information Technology,Equity,,,"3,640,036.00",126.6,United States,NASDAQ,USD,1.0,USD,-,0.39,0.39,IJH,S&P Mid-Cap 400
ONTO,ONTO INNOVATION INC,EQUITY,Information Technology,Equity,,,"1,677,953.00",274.17,United States,NYSE,USD,1.0,USD,-,0.39,0.39,IJH,S&P Mid-Cap 400
GLPI,GAMING AND LEISURE PROPERTIES REIT,EQUITY,Real Estate,Equity,,,"9,569,128.00",47.92,United States,NASDAQ,USD,1.0,USD,-,0.39,0.39,IJH,S&P Mid-Cap 400
AEIS,ADVANCED ENERGY INDUSTRIES INC,EQUITY,Information Technology,Equity,,,"1,276,264.00",351.94,United States,NASDAQ,USD,1.0,USD,-,0.38,0.38,IJH,S&P Mid-Cap 400
LAMR,LAMAR ADVERTISING COMPANY CLAS,EQUITY,Real Estate,Equity,,,"2,937,234.00",151.2,United States,NASDAQ,USD,1.0,USD,-,0.38,0.38,IJH,S&P Mid-Cap 400
RNR,RENAISSANCERE HOLDING LTD,EQUITY,Financials,Equity,,,"1,470,441.00",300.84,United States,NYSE,USD,1.0,USD,-,0.38,0.38,IJH,S&P Mid-Cap 400
GGG,GRACO INC,EQUITY,Industrials,Equity,,,"5,605,822.00",78.67,United States,NYSE,USD,1.0,USD,-,0.38,0.38,IJH,S&P Mid-Cap 400
TOL,TOLL BROTHERS INC,EQUITY,Consumer Discretionary,Equity,,,"3,203,759.00",137.09,United States,NYSE,USD,1.0,USD,-,0.38,0.37,IJH,S&P Mid-Cap 400
RPM,RPM INTERNATIONAL INC,EQUITY,Materials,Equity,,,"4,330,561.00",101.39,United States,NYSE,USD,1.0,USD,-,0.37,0.37,IJH,S&P Mid-Cap 400
NYT,NEW YORK TIMES CLASS A,EQUITY,Communication,Equity,,,"5,459,881.00",80.18,United States,NYSE,USD,1.0,USD,-,0.37,0.37,IJH,S&P Mid-Cap 400
EVR,EVERCORE INC CLASS A,EQUITY,Financials,Equity,,,"1,307,761.00",331.28,United States,NYSE,USD,1.0,USD,-,0.37,0.37,IJH,S&P Mid-Cap 400
FNF,FIDELITY NATIONAL FINANCIAL INC,EQUITY,Financials,Equity,,,"8,612,054.00",50.27,United States,NYSE,USD,1.0,USD,-,0.37,0.37,IJH,S&P Mid-Cap 400
DY,DYCOM INDUSTRIES INC,EQUITY,Industrials,Equity,,,"1,013,370.00",426.36,United States,NYSE,USD,1.0,USD,-,0.37,0.37,IJH,S&P Mid-Cap 400
ROIV,ROIVANT SCIENCES LTD,EQUITY,Health Care,Equity,,,"15,236,858.00",28.28,United States,NASDAQ,USD,1.0,USD,-,0.37,0.37,IJH,S&P Mid-Cap 400
PEN,PENUMBRA INC,EQUITY,Health Care,Equity,,,"1,326,515.00",324.65,United States,NYSE,USD,1.0,USD,-,0.37,0.37,IJH,S&P Mid-Cap 400
CG,CARLYLE GROUP INC,EQUITY,Financials,Equity,,,"8,769,078.00",49.01,United States,NASDAQ,USD,1.0,USD,-,0.37,0.37,IJH,S&P Mid-Cap 400
PINS,PINTEREST INC CLASS A,EQUITY,Communication,Equity,,,"19,784,258.00",21.55,United States,NYSE,USD,1.0,USD,-,0.36,0.36,IJH,S&P Mid-Cap 400
NTNX,NUTANIX INC CLASS A,EQUITY,Information Technology,Equity,,,"9,137,565.00",45.93,United States,NASDAQ,USD,1.0,USD,-,0.36,0.36,IJH,S&P Mid-Cap 400
SOLS,SOLSTICE ADVANCED MATERIALS INC,EQUITY,Materials,Equity,,,"5,367,768.00",77.76,United States,NASDAQ,USD,1.0,USD,-,0.36,0.36,IJH,S&P Mid-Cap 400
BJ,BJS WHOLESALE CLUB HOLDINGS INC,EQUITY,Consumer Staples,Equity,,,"4,424,554.00",94.33,United States,NYSE,USD,1.0,USD,-,0.36,0.36,IJH,S&P Mid-Cap 400
ALLY,ALLY FINANCIAL INC,EQUITY,Financials,Equity,,,"9,486,538.00",43.79,United States,NYSE,USD,1.0,USD,-,0.35,0.35,IJH,S&P Mid-Cap 400
ELS,EQUITY LIFESTYLE PROPERTIES REIT I,EQUITY,Real Estate,Equity,,,"6,550,220.00",63.29,United States,NYSE,USD,1.0,USD,-,0.35,0.35,IJH,S&P Mid-Cap 400
UNM,UNUM,EQUITY,Financials,Equity,,,"5,154,806.00",80.32,United States,NYSE,USD,1.0,USD,-,0.35,0.35,IJH,S&P Mid-Cap 400
FIVE,FIVE BELOW INC,EQUITY,Consumer Discretionary,Equity,,,"1,865,101.00",221.25,United States,NASDAQ,USD,1.0,USD,-,0.35,0.35,IJH,S&P Mid-Cap 400
HL,HECLA MINING,EQUITY,Materials,Equity,,,"22,644,546.00",18.07,United States,NYSE,USD,1.0,USD,-,0.35,0.35,IJH,S&P Mid-Cap 400
BWA,BORGWARNER INC,EQUITY,Consumer Discretionary,Equity,,,"7,001,427.00",58.18,United States,NYSE,USD,1.0,USD,-,0.35,0.35,IJH,S&P Mid-Cap 400
DT,DYNATRACE INC,EQUITY,Information Technology,Equity,,,"10,078,775.00",40.37,United States,NYSE,USD,1.0,USD,-,0.35,0.35,IJH,S&P Mid-Cap 400
EXEL,EXELIXIS INC,EQUITY,Health Care,Equity,,,"8,776,261.00",46.21,United States,NASDAQ,USD,1.0,USD,-,0.35,0.35,IJH,S&P Mid-Cap 400
DOCN,DIGITALOCEAN HOLDINGS INC,EQUITY,Information Technology,Equity,,,"2,689,378.00",150.43,United States,NYSE,USD,1.0,USD,-,0.35,0.35,IJH,S&P Mid-Cap 400
SAIA,SAIA INC,EQUITY,Industrials,Equity,,,"900,925.00",448.94,United States,NASDAQ,USD,1.0,USD,-,0.35,0.34,IJH,S&P Mid-Cap 400
BLD,TOPBUILD CORP,EQUITY,Consumer Discretionary,Equity,,,"943,847.00",428.03,United States,NYSE,USD,1.0,USD,-,0.34,0.34,IJH,S&P Mid-Cap 400
ELAN,ELANCO ANIMAL HEALTH INC,EQUITY,Health Care,Equity,,,"16,790,359.00",24.01,United States,NYSE,USD,1.0,USD,-,0.34,0.34,IJH,S&P Mid-Cap 400
FHN,FIRST HORIZON CORP,EQUITY,Financials,Equity,,,"16,398,879.00",24.47,United States,NYSE,USD,1.0,USD,-,0.34,0.34,IJH,S&P Mid-Cap 400
GWRE,GUIDEWIRE SOFTWARE INC,EQUITY,Information Technology,Equity,,,"2,874,873.00",139.58,United States,NYSE,USD,1.0,USD,-,0.34,0.34,IJH,S&P Mid-Cap 400
ARMK,ARAMARK,EQUITY,Consumer Discretionary,Equity,,,"8,887,530.00",45.06,United States,NYSE,USD,1.0,USD,-,0.34,0.34,IJH,S&P Mid-Cap 400
WBS,WEBSTER FINANCIAL CORP,EQUITY,Financials,Equity,,,"5,451,664.00",72.69,United States,NYSE,USD,1.0,USD,-,0.34,0.34,IJH,S&P Mid-Cap 400
SF,STIFEL FINANCIAL CORP,EQUITY,Financials,Equity,,,"5,153,286.00",76.16,United States,NYSE,USD,1.0,USD,-,0.34,0.33,IJH,S&P Mid-Cap 400
AIT,APPLIED INDUSTRIAL TECHNOLOGIES IN,EQUITY,Industrials,Equity,,,"1,263,684.00",310.37,United States,NYSE,USD,1.0,USD,-,0.33,0.33,IJH,S&P Mid-Cap 400
CCK,CROWN HOLDINGS INC,EQUITY,Materials,Equity,,,"3,787,835.00",101.09,United States,NYSE,USD,1.0,USD,-,0.33,0.33,IJH,S&P Mid-Cap 400
DINO,HF SINCLAIR CORP,EQUITY,Energy,Equity,,,"5,283,716.00",70.5,United States,NYSE,USD,1.0,USD,-,0.32,0.32,IJH,S&P Mid-Cap 400
LFUS,LITTELFUSE INC,EQUITY,Information Technology,Equity,,,"842,110.00",441.58,United States,NASDAQ,USD,1.0,USD,-,0.32,0.32,IJH,S&P Mid-Cap 400
SCI,SERVICE,EQUITY,Consumer Discretionary,Equity,,,"4,704,739.00",78.48,United States,NYSE,USD,1.0,USD,-,0.32,0.31,IJH,S&P Mid-Cap 400
CGNX,COGNEX CORP,EQUITY,Information Technology,Equity,,,"5,599,745.00",65.92,United States,NASDAQ,USD,1.0,USD,-,0.32,0.31,IJH,S&P Mid-Cap 400
ARWR,ARROWHEAD PHARMACEUTICALS INC,EQUITY,Health Care,Equity,,,"4,732,056.00",77.95,United States,NASDAQ,USD,1.0,USD,-,0.31,0.31,IJH,S&P Mid-Cap 400
EGP,EASTGROUP PROPERTIES REIT INC,EQUITY,Real Estate,Equity,,,"1,800,309.00",203.89,United States,NYSE,USD,1.0,USD,-,0.31,0.31,IJH,S&P Mid-Cap 400
CACI,CACI INTERNATIONAL INC CLASS A,EQUITY,Industrials,Equity,,,"746,245.00",489.88,United States,NYSE,USD,1.0,USD,-,0.31,0.31,IJH,S&P Mid-Cap 400
EHC,ENCOMPASS HEALTH CORP,EQUITY,Health Care,Equity,,,"3,400,111.00",107.15,United States,NYSE,USD,1.0,USD,-,0.31,0.31,IJH,S&P Mid-Cap 400
WTRG,ESSENTIAL UTILITIES INC,EQUITY,Utilities,Equity,,,"9,562,557.00",37.7,United States,NYSE,USD,1.0,USD,-,0.31,0.31,IJH,S&P Mid-Cap 400
AR,ANTERO RESOURCES CORP,EQUITY,Energy,Equity,,,"9,904,595.00",36.37,United States,NYSE,USD,1.0,USD,-,0.31,0.31,IJH,S&P Mid-Cap 400
AMH,AMERICAN HOMES RENT REIT CLASS A,EQUITY,Real Estate,Equity,,,"11,016,872.00",32.42,United States,NYSE,USD,1.0,USD,-,0.30,0.30,IJH,S&P Mid-Cap 400
ACM,AECOM,EQUITY,Industrials,Equity,,,"4,369,027.00",81.47,United States,NYSE,USD,1.0,USD,-,0.30,0.30,IJH,S&P Mid-Cap 400
KTOS,KRATOS DEFENSE AND SECURITY SOLUTI,EQUITY,Industrials,Equity,,,"6,238,581.00",57.0,United States,NASDAQ,USD,1.0,USD,-,0.30,0.30,IJH,S&P Mid-Cap 400
TXRH,TEXAS ROADHOUSE INC,EQUITY,Consumer Discretionary,Equity,,,"2,235,174.00",157.93,United States,NASDAQ,USD,1.0,USD,-,0.30,0.30,IJH,S&P Mid-Cap 400
BMRN,BIOMARIN PHARMACEUTICAL INC,EQUITY,Health Care,Equity,,,"6,492,041.00",54.12,United States,NASDAQ,USD,1.0,USD,-,0.30,0.30,IJH,S&P Mid-Cap 400
WMS,ADVANCED DRAINAGE SYSTEMS INC,EQUITY,Industrials,Equity,,,"2,421,700.00",144.08,United States,NYSE,USD,1.0,USD,-,0.30,0.30,IJH,S&P Mid-Cap 400
KNX,KNIGHT-SWIFT TRANSPORTATION HOLDIN,EQUITY,Industrials,Equity,,,"5,489,710.00",63.44,United States,NYSE,USD,1.0,USD,-,0.30,0.30,IJH,S&P Mid-Cap 400
SPXC,SPX TECHNOLOGIES INC,EQUITY,Industrials,Equity,,,"1,685,276.00",205.27,United States,NYSE,USD,1.0,USD,-,0.30,0.30,IJH,S&P Mid-Cap 400
EQH,EQUITABLE HOLDINGS INC,EQUITY,Financials,Equity,,,"8,020,261.00",42.85,United States,NYSE,USD,1.0,USD,-,0.29,0.29,IJH,S&P Mid-Cap 400
WTFC,WINTRUST FINANCIAL CORP,EQUITY,Financials,Equity,,,"2,264,993.00",151.18,United States,NASDAQ,USD,1.0,USD,-,0.29,0.29,IJH,S&P Mid-Cap 400
ENSG,ENSIGN GROUP INC,EQUITY,Health Care,Equity,,,"1,950,377.00",174.3,United States,NASDAQ,USD,1.0,USD,-,0.29,0.29,IJH,S&P Mid-Cap 400
COKE,COCA COLA CONSOLIDATED INC,EQUITY,Consumer Staples,Equity,,,"1,912,879.00",177.61,United States,NASDAQ,USD,1.0,USD,-,0.29,0.29,IJH,S&P Mid-Cap 400
VMI,VALMONT INDS INC,EQUITY,Industrials,Equity,,,"665,751.00",509.16,United States,NYSE,USD,1.0,USD,-,0.29,0.29,IJH,S&P Mid-Cap 400
OC,OWENS CORNING,EQUITY,Industrials,Equity,,,"2,779,540.00",121.81,United States,NYSE,USD,1.0,USD,-,0.29,0.29,IJH,S&P Mid-Cap 400
DCI,DONALDSON INC,EQUITY,Industrials,Equity,,,"3,900,540.00",85.91,United States,NYSE,USD,1.0,USD,-,0.29,0.29,IJH,S&P Mid-Cap 400
GME,GAMESTOP CORP CLASS A,EQUITY,Consumer Discretionary,Equity,,,"13,928,267.00",23.97,United States,NYSE,USD,1.0,USD,-,0.29,0.28,IJH,S&P Mid-Cap 400
DAR,DARLING INGREDIENTS INC,EQUITY,Consumer Staples,Equity,,,"5,345,515.00",62.27,United States,NYSE,USD,1.0,USD,-,0.28,0.28,IJH,S&P Mid-Cap 400
MUSA,MURPHY USA INC,EQUITY,Consumer Discretionary,Equity,,,"570,956.00",580.8,United States,NYSE,USD,1.0,USD,-,0.28,0.28,IJH,S&P Mid-Cap 400
OGE,OGE ENERGY CORP,EQUITY,Utilities,Equity,,,"6,947,442.00",47.33,United States,NYSE,USD,1.0,USD,-,0.28,0.28,IJH,S&P Mid-Cap 400
ARW,ARROW ELECTRONICS INC,EQUITY,Information Technology,Equity,,,"1,727,680.00",189.83,United States,NYSE,USD,1.0,USD,-,0.28,0.28,IJH,S&P Mid-Cap 400
OSK,OSHKOSH CORP,EQUITY,Industrials,Equity,,,"2,139,167.00",153.06,United States,NYSE,USD,1.0,USD,-,0.28,0.28,IJH,S&P Mid-Cap 400
RRC,RANGE RESOURCES CORP,EQUITY,Energy,Equity,,,"8,006,717.00",40.86,United States,NYSE,USD,1.0,USD,-,0.28,0.28,IJH,S&P Mid-Cap 400
SSB,SOUTHSTATE BANK CORP,EQUITY,Financials,Equity,,,"3,352,701.00",97.36,United States,NYSE,USD,1.0,USD,-,0.28,0.28,IJH,S&P Mid-Cap 400
DOCU,DOCUSIGN INC,EQUITY,Information Technology,Equity,,,"6,767,767.00",48.19,United States,NASDAQ,USD,1.0,USD,-,0.28,0.28,IJH,S&P Mid-Cap 400
MEDP,MEDPACE HOLDINGS INC,EQUITY,Health Care,Equity,,,"757,705.00",428.71,United States,NASDAQ,USD,1.0,USD,-,0.28,0.28,IJH,S&P Mid-Cap 400
